pathway	axis	gene_symbol	GeneID	gene_effect_sign	weight	IC_stat	IC_pvalue	IC_padj	LFC_batch1	LFC_batch2	LFC_batch3	signed_LFC_batch1	signed_LFC_batch2	signed_LFC_batch3	n_batches	mean_LFC_signed	mean_abs_LFC	sd_LFC_signed	se_LFC_signed	z_meta	sign_consistency	min_abs_LFC	p_use	p_evidence	stability	evidence_factor	score	eligible	hard_fail_reason	rank_in_set	Tier	recommended_topN	corr_IFN	corr_UPR	max_abs_confound_corr	confound_flag	recommended_topN_filtered
EphB1_PI3K_AKT_mTOR_capacity	EphB1_signaling	Pik3cd	ENSMUSG00000039936	1	0.3	0.2880372947755063	0.8658716016651608	0.9449876302007008	-0.02960761679310218	-0.08319927625423491	-0.07550258438180635	-0.02960761679310218	-0.08319927625423491	-0.07550258438180635	3	-0.06276982580971448	0.06276982580971448	0.02897600466922395	0.0167293040958163	-3.7520882787594294	1	0.02960761679310218	0.9449876302007008	0.02457387632749698	0.9718399607593	1.0024573876327496	0.06115213116519347	TRUE	NA	11	Tier2	FALSE	0.04297058690890078	0.37674024936203077	0.37674024936203077	FALSE	FALSE
EphB1_PI3K_AKT_mTOR_capacity	EphB1_signaling	Rictor	ENSMUSG00000050310	1	0.3	6.729194154027482	0.034575944754645	0.18645119967329704	-0.1038264498445387	0.00184389990027175	0.16672513724203564	-0.1038264498445387	0.00184389990027175	0.16672513724203564	3	0.02158086243258956	0.09079849566228204	0.1363513882814093	0.07872251072865084	0.2741383910756707	0.6666666666666666	0.00184389990027175	0.18645119967329704	0.729434817935193	0.8800094850171091	1.0729434817935193	0.05715465308950535	TRUE	NA	12	Tier2	FALSE	-0.734870773970731	0.38593171478524824	0.734870773970731	TRUE	FALSE
EphB1_PI3K_AKT_mTOR_capacity	EphB1_signaling	Pik3r1	ENSMUSG00000041417	1	0.3	5.967634229253292	0.05059932136049174	0.2269472324204878	0.04939847140365634	-0.06617671731187172	0.15212691256255736	0.04939847140365634	-0.06617671731187172	0.15212691256255736	3	0.045116222218114	0.0892340337593618	0.10921479729255208	0.06305519261634536	0.7155036777481643	0.6666666666666666	0.04939847140365634	0.2269472324204878	0.6440751090296982	0.9015386401631756	1.0644075109029698	0.057086253563314	TRUE	NA	13	Tier2	FALSE	-0.9779992684408552	0.9760919835163805	0.9779992684408552	TRUE	FALSE
EphB1_PI3K_AKT_mTOR_capacity	EphB1_signaling	Rps6kb1	ENSMUSG00000020516	1	0.7	3.4280332975735064	0.18014077529536762	0.43477219551017104	0.10402917763089202	-0.06264090036865215	0.05210269092774527	0.10402917763089202	-0.06264090036865215	0.05210269092774527	3	0.03116365606332838	0.07292425630909648	0.08528517521165964	0.04923941886633609	0.632900565864198	0.6666666666666666	0.05210269092774527	0.43477219551017104	0.3617382376368395	0.921416806237101	1.036173823763684	0.04641619071238291	TRUE	NA	14	Tier2	FALSE	-0.5326005590590618	0.8365352260200146	0.8365352260200146	TRUE	FALSE
EphB1_PI3K_AKT_mTOR_capacity	EphB1_signaling	Pik3r2	ENSMUSG00000031834	1	0.3	0.980216125276172	0.6125601957369532	0.8046131570097804	0.0849301393401383	-0.02618615146090508	0.10984148052294702	0.0849301393401383	-0.02618615146090508	0.10984148052294702	3	0.05619515613406008	0.07365259044133013	0.07242343274571963	0.04181368839137799	1.343941620458614	0.6666666666666666	0.02618615146090508	0.8046131570097804	0.09441287013658443	0.9324675025420748	1.0094412870136584	0.04621804125548524	TRUE	NA	15	Tier2	FALSE	-0.8643477803941327	0.9952325368229348	0.9952325368229348	TRUE	FALSE
EphB1_PI3K_AKT_mTOR_capacity	EphB1_signaling	Rptor	ENSMUSG00000025583	1	0.3	5.592027044492312	0.06105296442671431	0.24957792278807908	0.14230146059468682	-0.04504822727436533	-0.05902672093642927	0.14230146059468682	-0.04504822727436533	-0.05902672093642927	3	0.01274217079463073	0.08212546960182714	0.11241911203788384	0.06490520459713094	0.19631970769866408	0.3333333333333333	0.04504822727436533	0.24957792278807908	0.6027938341954214	0.8989417650044335	1.060279383419542	0.02609206707861146	TRUE	NA	16	Tier2	FALSE	0.2361485046697663	0.189701601227812	0.2361485046697663	FALSE	FALSE
EphB1_PI3K_AKT_mTOR_capacity	EphB1_signaling	Mlst8	ENSMUSG00000024142	1	0.3	1.2267541281542549	0.5415190332277291	0.7602208719892503	0.13540785345834508	-0.01906316601605753	-0.0429213993200834	0.13540785345834508	-0.01906316601605753	-0.0429213993200834	3	0.02447442937406804	0.06579747293149533	0.09680894720217688	0.0558926717271411	0.4378826171264135	0.3333333333333333	0.01906316601605753	0.7602208719892503	0.1190602109426997	0.9117358155683134	1.01190602109427	0.02023471793697734	TRUE	NA	17	Tier2	FALSE	0.29525857105467745	0.1291704821727096	0.29525857105467745	FALSE	FALSE
EphB1_PI3K_AKT_mTOR_capacity	EphB1_signaling	Akt1	ENSMUSG00000001729	1	0.3	1.785721230074785	0.4094827033521408	0.6623221410857847	0.05675427986652948	-0.11160301495092433	0.00588727985178611	0.05675427986652948	-0.11160301495092433	0.00588727985178611	3	-0.01632048507753624	0.05808152488974664	0.0863477463338204	0.04985289458974874	-0.327372867951628	0.3333333333333333	0.00588727985178611	0.6623221410857847	0.1789307264710749	0.9205155562523836	1.0178930726471076	0.0181405331253499	TRUE	NA	18	Tier2	FALSE	-0.5413373527370785	0.8421647994814868	0.8421647994814868	TRUE	FALSE
EphB1_PI3K_AKT_mTOR_capacity	EphB1_signaling	Pten	ENSMUSG00000013663	-1	0.3	4.0945464713331035	0.12908641235436505	0.3669314182398021	-0.00772588863130003	0.10745598078335164	-0.04497236440901136	0.00772588863130003	-0.10745598078335164	0.04497236440901136	3	-0.01825257591434674	0.05338474460788767	0.0794654677808708	0.04587940921456529	-0.3978380765319907	0.3333333333333333	0.00772588863130003	0.3669314182398021	0.43541510049807575	0.926384428077877	1.0435415100498076	0.01720271086771107	TRUE	NA	19	Tier2	FALSE	-0.8946133336597004	0.9994229848308018	0.9994229848308018	TRUE	FALSE
EphB1_PI3K_AKT_mTOR_capacity	EphB1_signaling	Akt2	ENSMUSG00000004056	1	0.3	0.8833643237105093	0.6429539582762732	0.8225757661041719	0.0988402724836457	-0.02169153363387141	-0.03337138014725248	0.0988402724836457	-0.02169153363387141	-0.03337138014725248	3	0.0145924529008406	0.05130106208825653	0.07319409834123713	0.0422586323804052	0.34531294741111734	0.3333333333333333	0.02169153363387141	0.8225757661041719	0.08482408938345067	0.9317978933593016	1.008482408938345	0.01606923319084767	TRUE	NA	20	Tier2	FALSE	0.2532715432507121	0.17233335909054698	0.2532715432507121	FALSE	FALSE
